Id,Name,Tier
400,Mercenary Exchange,10
500,Village,1
501,Village,5
502,Village,5
503,Village,5
504,Village,5
505,Village,5
506,Village,10
507,Village,10
508,Village,10
509,Village,10
510,Village,10
511,Village,15
512,Village,15
513,Village,15
514,Village,15
515,Village,15
516,Village,20
517,Village,20
518,Village,20
519,Village,20
520,Village,20
521,Village,25
522,Village,25
523,Village,25
524,Village,25
525,Village,25
526,Farmer's House,5
527,Farmer's House,5
528,Farmer's House,5
529,Farmer's House,5
530,Farmer's House,5
531,Farmer's House,10
532,Farmer's House,10
533,Farmer's House,10
534,Farmer's House,10
535,Farmer's House,10
536,Farmer's House,15
537,Farmer's House,15
538,Farmer's House,15
539,Farmer's House,15
540,Farmer's House,15
541,Farmer's House,20
542,Farmer's House,20
543,Farmer's House,20
544,Farmer's House,20
545,Farmer's House,20
546,Farmer's House,25
547,Farmer's House,25
548,Farmer's House,25
549,Farmer's House,25
550,Farmer's House,25
551,Sawmill,5
552,Sawmill,5
553,Sawmill,5
554,Sawmill,5
555,Sawmill,5
556,Sawmill,10
557,Sawmill,10
558,Sawmill,10
559,Sawmill,10
560,Sawmill,10
561,Sawmill,15
562,Sawmill,15
563,Sawmill,15
564,Sawmill,15
565,Sawmill,15
566,Sawmill,20
567,Sawmill,20
568,Sawmill,20
569,Sawmill,20
570,Sawmill,20
571,Sawmill,25
572,Sawmill,25
573,Sawmill,25
574,Sawmill,25
575,Sawmill,25
576,Mine,5
577,Mine,5
578,Mine,5
579,Mine,5
580,Mine,5
581,Mine,10
582,Mine,10
583,Mine,10
584,Mine,10
585,Mine,10
586,Mine,15
587,Mine,15
588,Mine,15
589,Mine,15
590,Mine,15
591,Mine,20
592,Mine,20
593,Mine,20
594,Mine,20
595,Mine,20
596,Mine,25
597,Mine,25
598,Mine,25
599,Mine,25
600,Mine,25
601,Quarry,5
602,Quarry,5
603,Quarry,5
604,Quarry,5
605,Quarry,5
606,Quarry,10
607,Quarry,10
608,Quarry,10
609,Quarry,10
610,Quarry,10
611,Quarry,15
612,Quarry,15
613,Quarry,15
614,Quarry,15
615,Quarry,15
616,Quarry,20
617,Quarry,20
618,Quarry,20
619,Quarry,20
620,Quarry,20
621,Quarry,25
622,Quarry,25
623,Quarry,25
624,Quarry,25
625,Quarry,25
626,Training Camp,1
627,Training Camp,1
628,Village,30
629,Village,35
630,Farmer's House,30
631,Farmer's House,35
632,Sawmill,30
633,Sawmill,35
634,Mine,30
635,Mine,35
636,Quarry,30
637,Quarry,35
650,Gold Mines,5
651,Gold Mines,10
652,Gold Mines,15
653,Gold Mines,20
654,Gold Mines,25
655,Gold Mines,30
656,Gold Mines,35
700,Village,40
701,Village,45
710,Farmer's House,40
711,Farmer's House,45
720,Sawmill,40
721,Sawmill,45
730,Mine,40
731,Mine,45
740,Quarry,40
741,Quarry,45
750,Gold Mines,40
751,Gold Mines,45
800,Spring of Life,10
801,Spring of Life,15
802,Spring of Life,20
803,Spring of Life,25
804,Spring of Life,30
805,Spring of Life,35
806,Spring of Life,40
807,Spring of Life,45
808,Spring of Life,10
809,Spring of Life,15
810,Spring of Life,20
811,Spring of Life,25
812,Spring of Life,30
813,Spring of Life,35
814,Spring of Life,40
815,Spring of Life,45
816,Spring of Life,10
817,Spring of Life,15
818,Spring of Life,20
819,Spring of Life,25
820,Spring of Life,30
821,Spring of Life,35
822,Spring of Life,40
823,Spring of Life,45
824,Spring of Life,10
825,Spring of Life,15
826,Spring of Life,20
827,Spring of Life,25
828,Spring of Life,30
829,Spring of Life,35
830,Spring of Life,40
831,Spring of Life,45
832,Spring of Life,10
833,Spring of Life,15
834,Spring of Life,20
835,Spring of Life,25
836,Spring of Life,30
837,Spring of Life,35
838,Spring of Life,40
839,Spring of Life,45
840,Spring of Life,10
841,Spring of Life,15
842,Spring of Life,20
843,Spring of Life,25
844,Spring of Life,30
845,Spring of Life,35
846,Spring of Life,40
847,Spring of Life,45
848,Spring of Life,10
849,Spring of Life,15
850,Spring of Life,20
851,Spring of Life,25
852,Spring of Life,30
853,Spring of Life,35
854,Spring of Life,40
855,Spring of Life,45
856,Spring of Life,10
857,Spring of Life,15
858,Spring of Life,20
859,Spring of Life,25
860,Spring of Life,30
861,Spring of Life,35
862,Spring of Life,40
863,Spring of Life,45
864,Spring of Life,10
865,Spring of Life,15
866,Spring of Life,20
867,Spring of Life,25
868,Spring of Life,30
869,Spring of Life,35
870,Spring of Life,40
871,Spring of Life,45
872,Spring of Life,10
873,Spring of Life,15
874,Spring of Life,20
875,Spring of Life,25
876,Spring of Life,30
877,Spring of Life,35
878,Spring of Life,40
879,Spring of Life,45
880,Spring of Life,10
881,Spring of Life,15
882,Spring of Life,20
883,Spring of Life,25
884,Spring of Life,30
885,Spring of Life,35
886,Spring of Life,40
887,Spring of Life,45
888,Spring of Life,10
889,Spring of Life,15
890,Spring of Life,20
891,Spring of Life,25
892,Spring of Life,30
893,Spring of Life,35
894,Spring of Life,40
895,Spring of Life,45
990,Common Elf squad,30
991,Common Elf squad,31
992,Common Elf squad,32
993,Common Elf squad,33
994,Common Elf squad,34
995,Common Elf squad,35
996,Common Elf squad,36
997,Common Elf squad,37
998,Common Elf squad,38
999,Common Elf squad,39
1001,Common Inferno squad,3
1002,Common Barbarian squad,4
1003,Common Cursed squad,5
1004,Common Inferno squad,8
1005,Common Cursed squad,9
1006,Common Barbarian squad,10
1007,Common Cursed squad,11
1008,Common Barbarian squad,12
1009,Common Inferno squad,13
1010,Common Cursed squad,14
1011,Common Barbarian squad,15
1012,Common Cursed squad,16
1013,Common Inferno squad,17
1014,Common Barbarian squad,18
1015,Common Inferno squad,19
1016,Common Cursed squad,20
1017,Common Barbarian squad,21
1018,Common Inferno squad,22
1019,Common Barbarian squad,23
1021,Common Cursed squad,24
1022,Common Inferno squad,25
1023,Common Elf squad,1
1024,Common Undead squad,2
1025,Common Inferno squad,6
1026,Common Barbarian squad,7
1027,Common Elf squad,8
1028,Common Undead squad,9
1029,Common Elf squad,10
1030,Common Undead squad,12
1031,Common Elf squad,14
1032,Common Undead squad,16
1033,Common Elf squad,18
1034,Common Undead squad,20
1035,Common Elf squad,21
1036,Common Undead squad,23
1037,Common Elf squad,24
1038,Common Undead squad,25
1039,Common Elf squad,4
1040,Common Undead squad,5
1041,Common Elf squad,15
1101,Heroic Cursed squad,10
1102,Heroic Inferno squad,11
1103,Heroic Barbarian squad,12
1104,Heroic Inferno squad,13
1105,Heroic Cursed squad,14
1106,Heroic Inferno squad,15
1107,Heroic Inferno squad,16
1108,Heroic Barbarian squad,17
1109,Heroic Cursed squad,18
1110,Heroic Inferno squad,19
1111,Heroic Barbarian squad,20
1112,Heroic Cursed squad,21
1113,Heroic Inferno squad,22
1114,Heroic Barbarian squad,23
1115,Heroic Cursed squad,24
1116,Heroic Inferno squad,25
1117,Heroic Elf squad,10
1118,Heroic Undead squad,11
1119,Heroic Elf squad,14
1120,Heroic Undead squad,15
1121,Heroic Elf squad,17
1122,Heroic Undead squad,19
1123,Heroic Elf squad,18
1124,Heroic Undead squad,24
1125,Heroic Elf squad,22
1126,Heroic Elf squad,25
1201,Legendary Barbarian squad,15
1202,Legendary Cursed squad,16
1203,Legendary Inferno squad,17
1204,Legendary Barbarian squad,18
1205,Legendary Cursed squad,19
1206,Legendary Inferno squad,20
1207,Legendary Barbarian squad,21
1208,Legendary Cursed squad,22
1209,Legendary Inferno squad,23
1210,Legendary Inferno squad,24
1211,Legendary Inferno squad,25
1212,Legendary Elf squad,15
1213,Legendary Undead squad,16
1214,Legendary Elf squad,18
1215,Legendary Undead squad,20
1216,Legendary Elf squad,21
1217,Legendary Undead squad,23
1300,Rare Elf squad,1
1301,Rare Undead squad,2
1302,Rare Barbarian squad,3
1303,Rare Cursed squad,4
1304,Rare Inferno squad,5
1305,Rare Elf squad,6
1306,Rare Undead squad,7
1307,Rare Barbarian squad,8
1308,Rare Cursed squad,9
1309,Rare Inferno squad,10
1310,Rare Elf squad,11
1311,Rare Undead squad,12
1312,Rare Barbarian squad,13
1313,Rare Cursed squad,14
1314,Rare Inferno squad,15
1315,Rare Elf squad,16
1316,Rare Undead squad,17
1317,Rare Barbarian squad,18
1318,Rare Cursed squad,19
1319,Rare Inferno squad,20
1320,Rare Barbarian squad,21
1321,Rare Undead squad,22
1322,Rare Elf squad,23
1323,Rare Cursed squad,24
1324,Rare Inferno squad,25
1325,Common Barbarian squad,1
1326,Rare Undead squad,2
1327,Rare Undead squad,25
1406,Epic Cursed squad,40
1407,Epic Inferno squad,41
1408,Epic Barbarian squad,42
1409,Epic Elf squad,43
1410,Epic Undead squad,44
1411,Epic Barbarian squad,45
1412,Epic Elf squad,46
1413,Epic Undead squad,47
1414,Epic Inferno squad,48
1415,Epic Cursed squad,49
1416,Epic Barbarian squad,50
1417,Epic Inferno squad,20
1418,Epic Elf squad,21
1419,Epic Cursed squad,21
1420,Epic Barbarian squad,22
1421,Epic Elf squad,22
1422,Epic Undead squad,23
1423,Epic Barbarian squad,23
1424,Epic Inferno squad,24
1425,Epic Undead squad,24
1426,Epic Cursed squad,25
1427,Epic Inferno squad,25
1428,Epic Inferno squad,20
1450,Common Undead squad,1
1451,Common Elf squad,2
1452,Common Cursed squad,3
1453,Common Barbarian squad,4
1454,Common Inferno squad,5
1455,Common Undead squad,6
1456,Common Elf squad,7
1457,Common Cursed squad,8
1458,Common Barbarian squad,9
1459,Common Inferno squad,10
1460,Common Undead squad,11
1461,Common Elf squad,11
1462,Common Cursed squad,12
1463,Common Barbarian squad,12
1464,Common Inferno squad,13
1465,Common Undead squad,13
1466,Common Elf squad,14
1467,Common Cursed squad,14
1468,Common Barbarian squad,15
1469,Common Inferno squad,15
1470,Common Undead squad,16
1471,Common Elf squad,16
1472,Common Cursed squad,16
1473,Common Barbarian squad,17
1474,Common Inferno squad,17
1475,Common Undead squad,17
1476,Common Elf squad,18
1477,Common Cursed squad,18
1478,Common Barbarian squad,18
1479,Common Inferno squad,19
1480,Common Undead squad,19
1481,Common Elf squad,19
1482,Common Cursed squad,20
1483,Common Barbarian squad,20
1484,Common Inferno squad,20
1485,Common Undead squad,21
1486,Common Elf squad,21
1487,Common Cursed squad,21
1488,Common Barbarian squad,21
1489,Common Inferno squad,21
1490,Common Undead squad,22
1491,Common Elf squad,22
1492,Common Cursed squad,22
1493,Common Barbarian squad,22
1494,Common Inferno squad,22
1495,Common Undead squad,23
1496,Common Elf squad,23
1497,Common Cursed squad,23
1498,Common Barbarian squad,23
1499,Common Inferno squad,23
1500,Common Undead squad,24
1501,Common Elf squad,24
1502,Common Cursed squad,24
1503,Common Barbarian squad,24
1504,Common Inferno squad,24
1505,Common Undead squad,25
1506,Common Elf squad,25
1507,Common Cursed squad,25
1508,Common Barbarian squad,25
1509,Common Inferno squad,25
1510,Common Undead squad,26
1511,Common Elf squad,26
1512,Common Cursed squad,26
1513,Common Barbarian squad,26
1514,Common Inferno squad,26
1515,Common Undead squad,27
1516,Common Elf squad,27
1517,Common Cursed squad,27
1518,Common Barbarian squad,27
1519,Common Inferno squad,27
1520,Common Undead squad,28
1521,Common Elf squad,28
1522,Common Cursed squad,28
1523,Common Barbarian squad,28
1524,Common Inferno squad,28
1525,Common Undead squad,29
1526,Common Elf squad,29
1527,Common Cursed squad,29
1528,Common Barbarian squad,29
1529,Common Inferno squad,29
1530,Common Undead squad,30
1531,Common Elf squad,30
1532,Common Cursed squad,30
1533,Common Barbarian squad,30
1534,Common Inferno squad,30
1535,Common Undead squad,31
1536,Common Elf squad,31
1537,Common Cursed squad,31
1538,Common Barbarian squad,31
1539,Common Inferno squad,31
1540,Common Undead squad,32
1541,Common Elf squad,32
1542,Common Cursed squad,32
1543,Common Barbarian squad,32
1544,Common Inferno squad,32
1545,Common Undead squad,33
1546,Common Elf squad,33
1547,Common Cursed squad,33
1548,Common Barbarian squad,33
1549,Common Inferno squad,33
1550,Common Undead squad,34
1551,Common Elf squad,34
1552,Common Cursed squad,34
1553,Common Barbarian squad,34
1554,Common Inferno squad,34
1555,Common Undead squad,35
1556,Common Elf squad,35
1557,Common Cursed squad,35
1558,Common Barbarian squad,35
1559,Common Inferno squad,35
1590,Rare Undead squad,1
1591,Rare Elf squad,2
1592,Rare Cursed squad,3
1593,Rare Barbarian squad,4
1594,Rare Inferno squad,5
1595,Rare Undead squad,6
1596,Rare Elf squad,7
1597,Rare Cursed squad,8
1598,Rare Barbarian squad,9
1599,Rare Inferno squad,10
1600,Rare Undead squad,11
1601,Rare Elf squad,11
1602,Rare Cursed squad,12
1603,Rare Barbarian squad,12
1604,Rare Inferno squad,13
1605,Rare Undead squad,13
1606,Rare Elf squad,14
1607,Rare Cursed squad,14
1608,Rare Barbarian squad,15
1609,Rare Inferno squad,15
1610,Rare Undead squad,16
1611,Rare Elf squad,16
1612,Rare Cursed squad,16
1613,Rare Barbarian squad,17
1614,Rare Inferno squad,17
1615,Rare Undead squad,17
1616,Rare Elf squad,18
1617,Rare Cursed squad,18
1618,Rare Barbarian squad,18
1619,Rare Inferno squad,19
1620,Rare Undead squad,19
1621,Rare Elf squad,19
1622,Rare Cursed squad,20
1623,Rare Barbarian squad,20
1624,Rare Inferno squad,20
1625,Rare Undead squad,21
1626,Rare Elf squad,21
1627,Rare Cursed squad,21
1628,Rare Barbarian squad,21
1629,Rare Inferno squad,21
1630,Rare Undead squad,22
1631,Rare Elf squad,22
1632,Rare Cursed squad,22
1633,Rare Barbarian squad,22
1634,Rare Inferno squad,22
1635,Rare Undead squad,23
1636,Rare Elf squad,23
1637,Rare Cursed squad,23
1638,Rare Barbarian squad,23
1639,Rare Inferno squad,23
1640,Rare Undead squad,24
1641,Rare Elf squad,24
1642,Rare Cursed squad,24
1643,Rare Barbarian squad,24
1644,Rare Inferno squad,24
1645,Rare Undead squad,25
1646,Rare Elf squad,25
1647,Rare Cursed squad,25
1648,Rare Barbarian squad,25
1649,Rare Inferno squad,25
1650,Rare Undead squad,26
1651,Rare Elf squad,26
1652,Rare Cursed squad,26
1653,Rare Barbarian squad,26
1654,Rare Inferno squad,26
1655,Rare Undead squad,27
1656,Rare Elf squad,27
1657,Rare Cursed squad,27
1658,Rare Barbarian squad,27
1659,Rare Inferno squad,27
1660,Rare Undead squad,28
1661,Rare Elf squad,28
1662,Rare Cursed squad,28
1663,Rare Barbarian squad,28
1664,Rare Inferno squad,28
1665,Rare Undead squad,29
1666,Rare Elf squad,29
1667,Rare Cursed squad,29
1668,Rare Barbarian squad,29
1669,Rare Inferno squad,29
1670,Rare Undead squad,30
1671,Rare Elf squad,30
1672,Rare Cursed squad,30
1673,Rare Barbarian squad,30
1674,Rare Inferno squad,30
1675,Rare Undead squad,31
1676,Rare Elf squad,31
1677,Rare Cursed squad,31
1678,Rare Barbarian squad,31
1679,Rare Inferno squad,31
1680,Rare Undead squad,32
1681,Rare Elf squad,32
1682,Rare Cursed squad,32
1683,Rare Barbarian squad,32
1684,Rare Inferno squad,32
1685,Rare Undead squad,33
1686,Rare Elf squad,33
1687,Rare Cursed squad,33
1688,Rare Barbarian squad,33
1689,Rare Inferno squad,33
1690,Rare Undead squad,34
1691,Rare Elf squad,34
1692,Rare Cursed squad,34
1693,Rare Barbarian squad,34
1694,Rare Inferno squad,34
1695,Rare Undead squad,35
1696,Rare Elf squad,35
1697,Rare Cursed squad,35
1698,Rare Barbarian squad,35
1699,Rare Inferno squad,35
1750,Heroic Undead squad,16
1751,Heroic Elf squad,17
1752,Heroic Cursed squad,18
1753,Heroic Barbarian squad,19
1754,Heroic Inferno squad,20
1755,Heroic Undead squad,21
1756,Heroic Elf squad,22
1757,Heroic Cursed squad,23
1758,Heroic Barbarian squad,24
1759,Heroic Inferno squad,25
1760,Heroic Undead squad,26
1761,Heroic Elf squad,27
1762,Heroic Cursed squad,28
1763,Heroic Barbarian squad,29
1764,Heroic Inferno squad,30
1765,Heroic Undead squad,31
1766,Heroic Elf squad,32
1767,Heroic Cursed squad,33
1768,Heroic Barbarian squad,34
1769,Heroic Inferno squad,35
1770,Heroic Undead squad,36
1771,Heroic Elf squad,37
1772,Heroic Cursed squad,38
1773,Heroic Barbarian squad,39
1774,Heroic Inferno squad,40
1775,Heroic Undead squad,41
1776,Heroic Elf squad,42
1777,Heroic Cursed squad,43
1778,Heroic Barbarian squad,44
1779,Heroic Inferno squad,45
1798,Elven Citadel,10
1799,Elven Citadel,15
1800,Elven Citadel,20
1801,Cursed Citadel,20
1802,Cursed Citadel,21
1803,Cursed Citadel,22
1804,Cursed Citadel,23
1805,Cursed Citadel,24
1806,Elven Citadel,25
1807,Cursed Citadel,25
1808,Barbarian Citadel,25
1809,Inferno Citadel,15
1810,,35
1811,Elven Citadel,10
1812,Elven Citadel,15
1813,Elven Citadel,20
1814,Cursed Citadel,20
1815,Elven Citadel,25
1816,Cursed Citadel,25
1817,Elven Citadel,30
1850,Heroic Undead squad,16
1851,Heroic Elf squad,17
1852,Heroic Cursed squad,18
1853,Heroic Barbarian squad,19
1854,Heroic Inferno squad,20
1855,Heroic Undead squad,21
1856,Heroic Elf squad,22
1857,Heroic Cursed squad,23
1858,Heroic Barbarian squad,24
1859,Heroic Inferno squad,25
1860,Heroic Undead squad,26
1861,Heroic Elf squad,27
1862,Heroic Cursed squad,28
1863,Heroic Barbarian squad,29
1864,Heroic Inferno squad,30
1865,Heroic Undead squad,31
1866,Heroic Elf squad,32
1867,Heroic Cursed squad,33
1868,Heroic Barbarian squad,34
1869,Heroic Inferno squad,35
1870,Heroic Undead squad,36
1871,Heroic Elf squad,37
1872,Heroic Cursed squad,38
1873,Heroic Barbarian squad,39
1874,Heroic Inferno squad,40
1875,Heroic Undead squad,41
1876,Heroic Elf squad,42
1877,Heroic Cursed squad,43
1878,Heroic Barbarian squad,44
1879,Heroic Inferno squad,45
1901,Ancestral home,1
1902,Bandit camp,2
1903,Old laboratory,6
1904,Cave,7
1950,Heroic Undead squad,16
1951,Heroic Elf squad,17
1952,Heroic Cursed squad,18
1953,Heroic Barbarian squad,19
1954,Heroic Inferno squad,20
1955,Heroic Undead squad,21
1956,Heroic Elf squad,22
1957,Heroic Cursed squad,23
1958,Heroic Barbarian squad,24
1959,Heroic Inferno squad,25
1960,Heroic Undead squad,26
1961,Heroic Elf squad,27
1962,Heroic Cursed squad,28
1963,Heroic Barbarian squad,29
1964,Heroic Inferno squad,30
1965,Heroic Undead squad,31
1966,Heroic Elf squad,32
1967,Heroic Cursed squad,33
1968,Heroic Barbarian squad,34
1969,Heroic Inferno squad,35
1970,Heroic Undead squad,36
1971,Heroic Elf squad,37
1972,Heroic Cursed squad,38
1973,Heroic Barbarian squad,39
1974,Heroic Inferno squad,40
1975,Heroic Undead squad,41
1976,Heroic Elf squad,42
1977,Heroic Cursed squad,43
1978,Heroic Barbarian squad,44
1979,Heroic Inferno squad,45
2050,Heroic Undead squad,16
2051,Heroic Elf squad,17
2052,Heroic Cursed squad,18
2053,Heroic Barbarian squad,19
2054,Heroic Inferno squad,20
2055,Heroic Undead squad,21
2056,Heroic Elf squad,22
2057,Heroic Cursed squad,23
2058,Heroic Barbarian squad,24
2059,Heroic Inferno squad,25
2060,Heroic Undead squad,26
2061,Heroic Elf squad,27
2062,Heroic Cursed squad,28
2063,Heroic Barbarian squad,29
2064,Heroic Inferno squad,30
2065,Heroic Undead squad,31
2066,Heroic Elf squad,32
2067,Heroic Cursed squad,33
2068,Heroic Barbarian squad,34
2069,Heroic Inferno squad,35
2070,Heroic Undead squad,36
2071,Heroic Elf squad,37
2072,Heroic Cursed squad,38
2073,Heroic Barbarian squad,39
2074,Heroic Inferno squad,40
2075,Heroic Undead squad,41
2076,Heroic Elf squad,42
2077,Heroic Cursed squad,43
2078,Heroic Barbarian squad,44
2079,Heroic Inferno squad,45
2101,Crypt,5
2102,Crypt,5
2103,Crypt,5
2104,Crypt,5
2105,Crypt,5
2106,Crypt,5
2107,Crypt,5
2108,Crypt,5
2109,Crypt,5
2110,Crypt,5
2111,Crypt,5
2112,Crypt,5
2113,Crypt,5
2119,Crypt,5
2120,Crypt,5
2121,Crypt,5
2122,Crypt,5
2137,Crypt,5
2201,Crypt,10
2202,Crypt,10
2203,Crypt,10
2204,Crypt,10
2205,Crypt,10
2206,Crypt,10
2207,Crypt,10
2208,Crypt,10
2209,Crypt,10
2210,Crypt,10
2211,Crypt,10
2212,Crypt,10
2213,Crypt,10
2219,Crypt,10
2220,Crypt,10
2221,Crypt,10
2222,Crypt,10
2237,Crypt,10
2301,Crypt,15
2302,Crypt,15
2303,Crypt,15
2304,Crypt,15
2305,Crypt,15
2306,Crypt,15
2307,Crypt,15
2308,Crypt,15
2309,Crypt,15
2310,Crypt,15
2311,Crypt,15
2312,Crypt,15
2313,Crypt,15
2319,Crypt,15
2320,Crypt,15
2321,Crypt,15
2322,Crypt,15
2323,Epic Crypt,15
2324,Epic Crypt,15
2325,Epic Crypt,15
2326,Epic Crypt,15
2327,Epic Crypt,15
2328,Epic Crypt,15
2329,Epic Crypt,15
2330,Epic Crypt,15
2331,Epic Crypt,15
2332,Epic Crypt,15
2333,Epic Crypt,15
2334,Epic Crypt,15
2335,Epic Crypt,15
2336,Epic Crypt,15
2337,Crypt,15
2401,Crypt,20
2402,Crypt,20
2403,Crypt,20
2404,Crypt,20
2405,Crypt,20
2406,Crypt,20
2407,Crypt,20
2408,Crypt,20
2409,Crypt,20
2410,Crypt,20
2411,Crypt,20
2412,Crypt,20
2413,Crypt,20
2414,Crypt,20
2415,Crypt,20
2416,Crypt,20
2417,Crypt,20
2418,Crypt,20
2419,Crypt,20
2420,Crypt,20
2421,Crypt,20
2422,Crypt,20
2423,Epic Crypt,20
2424,Epic Crypt,20
2425,Epic Crypt,20
2426,Epic Crypt,20
2427,Epic Crypt,20
2428,Epic Crypt,20
2429,Epic Crypt,20
2430,Epic Crypt,20
2431,Epic Crypt,20
2432,Epic Crypt,20
2433,Epic Crypt,20
2434,Epic Crypt,20
2435,Epic Crypt,20
2436,Epic Crypt,20
2437,Crypt,20
2501,Crypt,25
2502,Crypt,25
2503,Crypt,25
2504,Crypt,25
2505,Crypt,25
2506,Crypt,25
2507,Crypt,25
2508,Crypt,25
2509,Crypt,25
2510,Crypt,25
2511,Crypt,25
2512,Crypt,25
2513,Crypt,25
2514,Crypt,25
2515,Crypt,25
2516,Crypt,25
2517,Crypt,25
2518,Crypt,25
2519,Crypt,25
2520,Crypt,25
2521,Crypt,25
2522,Crypt,25
2523,Epic Crypt,25
2524,Epic Crypt,25
2525,Epic Crypt,25
2526,Epic Crypt,25
2527,Epic Crypt,25
2528,Epic Crypt,25
2529,Epic Crypt,25
2530,Epic Crypt,25
2531,Epic Crypt,25
2532,Epic Crypt,25
2533,Epic Crypt,25
2534,Epic Crypt,25
2535,Epic Crypt,25
2536,Epic Crypt,25
2537,Crypt,25
2538,Crypt,25
2539,Crypt,25
2540,Crypt,25
2623,Epic Crypt,30
2624,Epic Crypt,30
2625,Epic Crypt,30
2626,Epic Crypt,30
2627,Epic Crypt,30
2628,Epic Crypt,30
2629,Epic Crypt,30
2630,Epic Crypt,30
2631,Epic Crypt,30
2632,Epic Crypt,30
2633,Epic Crypt,30
2634,Epic Crypt,30
2635,Epic Crypt,30
2636,Epic Crypt,30
2637,Rare Crypt,30
2723,Epic Crypt,35
2724,Epic Crypt,35
2725,Epic Crypt,35
2726,Epic Crypt,35
2727,Epic Crypt,35
2728,Epic Crypt,35
2729,Epic Crypt,35
2730,Epic Crypt,35
2731,Epic Crypt,35
2732,Epic Crypt,35
2733,Epic Crypt,35
2734,Epic Crypt,35
2735,Epic Crypt,35
2736,Epic Crypt,35
2737,Epic Crypt,35
2740,Epic Crypt,15
2741,Epic Crypt,20
2742,Epic Crypt,25
2743,Epic Crypt,30
2744,Epic Crypt,35
2745,Epic Crypt,15
